symbol_stack_unwind,num_filesystem_inputs,exit_status,perc_cpu_used,avg_size_unshared_data_area_Kb,num_waits,avg_size_unshared_text_area_Kb,max_resident_size_Kb,cpu_sec_user_mode,num_swapped,symbol_ro_data_local,avg_total_memory_used_Kb,symbol_unique_global,elapsed_real_time_sec,num_major_page_faults,symbol_ro_data_global,num_signals,num_involuntary_context_switch,symbol_text_global,FileName,num_minor_page_faults,symbol_text_local,FileSize,symbol_debug,num_socket_msg_sent,cpu_sec_kernel_mode,num_socket_msg_recv,num_filesystem_outputs
0,128,0,92%,0,189,0,67712,1.57,0,0,0,0,1.83,0,0,0,60,5,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_Vcycle.c.o,3003,0,32328,0,0,0.12,0,0
0,128,0,93%,0,148,0,65856,1.06,0,0,0,0,1.23,0,0,0,62,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_serialpartition.c.o,2960,4,23240,0,0,0.10,0,0
0,512,0,95%,0,147,0,77120,4.50,0,0,0,0,4.79,1,0,0,59,4,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_build.c.o,3382,1,63776,0,0,0.09,0,0
0,128,0,84%,0,139,0,63296,0.66,0,0,0,0,0.91,0,0,0,56,10,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_lookup.c.o,2919,0,7696,0,0,0.11,0,0
0,128,0,96%,0,161,0,73792,2.96,0,0,0,0,3.20,0,0,0,53,4,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_build_calls.c.o,3318,1,60176,0,0,0.12,0,0
0,128,0,92%,0,141,0,63232,0.69,0,0,0,0,0.85,0,0,0,65,4,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_verbose.c.o,2919,0,10920,0,0,0.09,0,0
0,128,0,87%,0,153,0,62720,0.53,0,0,0,0,0.80,0,0,0,59,17,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_tree.c.o,2910,1,8552,0,0,0.17,0,0
0,128,0,88%,0,132,0,65856,1.34,0,0,0,0,1.62,0,0,0,64,10,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_hypergraph.c.o,2960,0,31952,0,0,0.09,0,0
0,256,0,97%,0,147,0,77248,7.20,0,0,0,0,7.55,1,0,0,94,2,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_match.c.o,3626,12,76072,0,0,0.13,0,0
0,128,0,83%,0,137,0,60032,0.38,0,0,0,0,0.60,0,0,0,36,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_parkway.c.o,2868,0,1896,0,0,0.12,0,0
0,128,0,95%,0,149,0,67648,1.44,0,0,0,0,1.63,0,0,0,87,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_rdivide.c.o,2991,2,25400,0,0,0.10,0,0
0,128,0,96%,0,194,0,72640,2.85,0,0,0,0,3.01,0,0,0,72,1,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_coarse.c.o,3212,0,33648,0,0,0.04,0,0
0,128,0,94%,0,168,0,69760,2.05,0,0,0,0,2.28,0,0,0,54,3,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg_refinement.c.o,3042,2,26312,0,0,0.09,0,0
0,1280,0,77%,0,276,0,61696,0.42,0,0,0,0,0.70,0,0,0,50,5,packages/zoltan/src/CMakeFiles/zoltan.dir/all/all_allo.c.o,2897,0,4872,0,0,0.11,0,0
0,128,0,82%,0,146,0,65408,0.88,0,0,0,0,1.18,0,0,0,51,2,packages/zoltan/src/CMakeFiles/zoltan.dir/matrix/matrix_build.c.o,2955,0,16672,0,0,0.09,0,0
0,256,0,91%,0,165,0,64896,1.18,0,0,0,0,1.42,0,0,0,75,6,packages/zoltan/src/CMakeFiles/zoltan.dir/matrix/matrix_operations.c.o,2945,3,23024,0,0,0.12,0,0
